candidate,office,district,party,county,precinct,votes,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 53,8,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 53,6,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 53,22,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 53,1,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 53,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 53,3,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,COLONIE ED 53,3,,
Mike Diederich,Attorney General,,REFORM,Albany,COLONIE ED 53,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,COLONIE ED 53,0,,
WRITE-IN,Attorney General,,REFORM,Albany,COLONIE ED 53,1,,
OVER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 53,1,,
UNDER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 53,0,,
,Ballots Cast,,DEMOCRATIC,Albany,COLONIE ED 54,101,,
,Ballots Cast,,CONSERVATIVE,Albany,COLONIE ED 54,0,,
,Ballots Cast,,GREEN,Albany,COLONIE ED 54,0,,
,Ballots Cast,,INDEPENDENCE,Albany,COLONIE ED 54,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,COLONIE ED 54,0,,
,Ballots Cast,,REFORM,Albany,COLONIE ED 54,3,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,COLONIE ED 54,36,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,COLONIE ED 54,57,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,COLONIE ED 54,5,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 54,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 54,3,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 54,55,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 54,35,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 54,5,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 54,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 54,6,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 54,45,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 54,9,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 54,6,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 54,36,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 54,4,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 54,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 54,0,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,COLONIE ED 54,1,,
Mike Diederich,Attorney General,,REFORM,Albany,COLONIE ED 54,1,,
Christopher B Garvey,Attorney General,,REFORM,Albany,COLONIE ED 54,0,,
WRITE-IN,Attorney General,,REFORM,Albany,COLONIE ED 54,1,,
OVER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 54,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 54,0,,
,Ballots Cast,,DEMOCRATIC,Albany,COLONIE ED 55,87,,
,Ballots Cast,,CONSERVATIVE,Albany,COLONIE ED 55,0,,
,Ballots Cast,,GREEN,Albany,COLONIE ED 55,0,,
,Ballots Cast,,INDEPENDENCE,Albany,COLONIE ED 55,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,COLONIE ED 55,0,,
,Ballots Cast,,REFORM,Albany,COLONIE ED 55,7,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,COLONIE ED 55,45,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,COLONIE ED 55,37,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,COLONIE ED 55,5,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 55,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 55,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 55,48,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 55,33,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 55,5,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 55,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 55,1,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 55,33,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 55,9,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 55,4,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 55,36,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 55,4,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 55,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 55,0,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,COLONIE ED 55,2,,
Mike Diederich,Attorney General,,REFORM,Albany,COLONIE ED 55,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,COLONIE ED 55,2,,
WRITE-IN,Attorney General,,REFORM,Albany,COLONIE ED 55,1,,
OVER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 55,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 55,2,,
,Ballots Cast,,DEMOCRATIC,Albany,COLONIE ED 56,60,,
,Ballots Cast,,CONSERVATIVE,Albany,COLONIE ED 56,0,,
,Ballots Cast,,GREEN,Albany,COLONIE ED 56,0,,
,Ballots Cast,,INDEPENDENCE,Albany,COLONIE ED 56,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,COLONIE ED 56,0,,
,Ballots Cast,,REFORM,Albany,COLONIE ED 56,1,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,COLONIE ED 56,32,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,COLONIE ED 56,26,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,COLONIE ED 56,1,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 56,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 56,1,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 56,28,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 56,30,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 56,1,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 56,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 56,1,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 56,16,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 56,10,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 56,3,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 56,28,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 56,1,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 56,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 56,1,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,COLONIE ED 56,1,,
Mike Diederich,Attorney General,,REFORM,Albany,COLONIE ED 56,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,COLONIE ED 56,0,,
WRITE-IN,Attorney General,,REFORM,Albany,COLONIE ED 56,0,,
OVER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 56,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 56,0,,
,Ballots Cast,,DEMOCRATIC,Albany,COLONIE ED 57,81,,
,Ballots Cast,,CONSERVATIVE,Albany,COLONIE ED 57,0,,
,Ballots Cast,,GREEN,Albany,COLONIE ED 57,0,,
,Ballots Cast,,INDEPENDENCE,Albany,COLONIE ED 57,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,COLONIE ED 57,0,,
,Ballots Cast,,REFORM,Albany,COLONIE ED 57,2,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,COLONIE ED 57,37,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,COLONIE ED 57,36,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,COLONIE ED 57,7,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 57,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 57,1,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 57,40,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 57,31,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 57,7,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 57,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 57,3,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 57,25,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 57,13,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 57,9,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 57,28,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 57,5,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 57,0,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 57,1,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,COLONIE ED 57,0,,
Mike Diederich,Attorney General,,REFORM,Albany,COLONIE ED 57,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,COLONIE ED 57,0,,
WRITE-IN,Attorney General,,REFORM,Albany,COLONIE ED 57,0,,
OVER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 57,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 57,0,,
,Ballots Cast,,DEMOCRATIC,Albany,COLONIE ED 58,80,,
,Ballots Cast,,CONSERVATIVE,Albany,COLONIE ED 58,0,,
,Ballots Cast,,GREEN,Albany,COLONIE ED 58,0,,
,Ballots Cast,,INDEPENDENCE,Albany,COLONIE ED 58,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,COLONIE ED 58,0,,
,Ballots Cast,,REFORM,Albany,COLONIE ED 58,2,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,COLONIE ED 58,35,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,COLONIE ED 58,39,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,COLONIE ED 58,4,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 58,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 58,2,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 58,47,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 58,25,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 58,4,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 58,1,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 58,3,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 58,24,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 58,14,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 58,8,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 58,24,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 58,4,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 58,5,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 58,1,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,COLONIE ED 58,0,,
Mike Diederich,Attorney General,,REFORM,Albany,COLONIE ED 58,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,COLONIE ED 58,0,,
WRITE-IN,Attorney General,,REFORM,Albany,COLONIE ED 58,0,,
OVER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 58,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 58,2,,
,Ballots Cast,,DEMOCRATIC,Albany,COLONIE ED 59,75,,
,Ballots Cast,,CONSERVATIVE,Albany,COLONIE ED 59,0,,
,Ballots Cast,,GREEN,Albany,COLONIE ED 59,0,,
,Ballots Cast,,INDEPENDENCE,Albany,COLONIE ED 59,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,COLONIE ED 59,0,,
,Ballots Cast,,REFORM,Albany,COLONIE ED 59,5,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,COLONIE ED 59,39,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,COLONIE ED 59,33,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,COLONIE ED 59,2,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 59,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 59,1,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 59,42,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 59,30,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 59,2,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 59,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 59,1,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 59,33,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 59,10,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 59,4,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 59,23,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 59,2,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 59,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 59,2,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,COLONIE ED 59,2,,
Mike Diederich,Attorney General,,REFORM,Albany,COLONIE ED 59,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,COLONIE ED 59,1,,
WRITE-IN,Attorney General,,REFORM,Albany,COLONIE ED 59,1,,
OVER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 59,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 59,1,,
,Ballots Cast,,DEMOCRATIC,Albany,COLONIE ED 60,44,,
,Ballots Cast,,CONSERVATIVE,Albany,COLONIE ED 60,0,,
,Ballots Cast,,GREEN,Albany,COLONIE ED 60,0,,
,Ballots Cast,,INDEPENDENCE,Albany,COLONIE ED 60,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,COLONIE ED 60,0,,
,Ballots Cast,,REFORM,Albany,COLONIE ED 60,7,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,COLONIE ED 60,27,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,COLONIE ED 60,12,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,COLONIE ED 60,4,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 60,1,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 60,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 60,20,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 60,15,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 60,4,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 60,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 60,5,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 60,19,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 60,6,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 60,1,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 60,11,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 60,4,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 60,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 60,2,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,COLONIE ED 60,0,,
Mike Diederich,Attorney General,,REFORM,Albany,COLONIE ED 60,1,,
Christopher B Garvey,Attorney General,,REFORM,Albany,COLONIE ED 60,0,,
WRITE-IN,Attorney General,,REFORM,Albany,COLONIE ED 60,2,,
OVER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 60,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 60,4,,
,Ballots Cast,,DEMOCRATIC,Albany,COLONIE ED 61,86,,
,Ballots Cast,,CONSERVATIVE,Albany,COLONIE ED 61,0,,
,Ballots Cast,,GREEN,Albany,COLONIE ED 61,0,,
,Ballots Cast,,INDEPENDENCE,Albany,COLONIE ED 61,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,COLONIE ED 61,0,,
,Ballots Cast,,REFORM,Albany,COLONIE ED 61,7,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,COLONIE ED 61,42,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,COLONIE ED 61,42,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,COLONIE ED 61,1,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 61,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 61,1,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 61,58,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 61,25,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 61,2,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 61,1,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 61,0,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 61,37,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 61,5,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 61,8,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 61,33,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 61,1,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 61,2,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 61,0,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,COLONIE ED 61,0,,
Mike Diederich,Attorney General,,REFORM,Albany,COLONIE ED 61,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,COLONIE ED 61,1,,
WRITE-IN,Attorney General,,REFORM,Albany,COLONIE ED 61,4,,
OVER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 61,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 61,2,,
,Ballots Cast,,DEMOCRATIC,Albany,GREEN ISLAND ED 1,77,,
,Ballots Cast,,CONSERVATIVE,Albany,GREEN ISLAND ED 1,0,,
,Ballots Cast,,GREEN,Albany,GREEN ISLAND ED 1,0,,
,Ballots Cast,,INDEPENDENCE,Albany,GREEN ISLAND ED 1,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,GREEN ISLAND ED 1,0,,
,Ballots Cast,,REFORM,Albany,GREEN ISLAND ED 1,5,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 1,38,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 1,37,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 1,2,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 1,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 1,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 1,48,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 1,22,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 1,1,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 1,2,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 1,4,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,GREEN ISLAND ED 1,27,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,GREEN ISLAND ED 1,9,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,GREEN ISLAND ED 1,2,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,GREEN ISLAND ED 1,35,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,GREEN ISLAND ED 1,1,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,GREEN ISLAND ED 1,2,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,GREEN ISLAND ED 1,1,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,GREEN ISLAND ED 1,1,,
Mike Diederich,Attorney General,,REFORM,Albany,GREEN ISLAND ED 1,1,,
Christopher B Garvey,Attorney General,,REFORM,Albany,GREEN ISLAND ED 1,0,,
WRITE-IN,Attorney General,,REFORM,Albany,GREEN ISLAND ED 1,0,,
OVER VOTES,Attorney General,,REFORM,Albany,GREEN ISLAND ED 1,1,,
UNDER VOTES,Attorney General,,REFORM,Albany,GREEN ISLAND ED 1,2,,
,Ballots Cast,,DEMOCRATIC,Albany,GREEN ISLAND ED 2,42,,
,Ballots Cast,,CONSERVATIVE,Albany,GREEN ISLAND ED 2,0,,
,Ballots Cast,,GREEN,Albany,GREEN ISLAND ED 2,0,,
,Ballots Cast,,INDEPENDENCE,Albany,GREEN ISLAND ED 2,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,GREEN ISLAND ED 2,0,,
,Ballots Cast,,REFORM,Albany,GREEN ISLAND ED 2,1,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 2,17,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 2,21,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 2,1,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 2,1,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 2,2,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 2,32,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 2,9,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 2,0,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 2,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 2,1,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,GREEN ISLAND ED 2,19,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,GREEN ISLAND ED 2,7,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,GREEN ISLAND ED 2,0,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,GREEN ISLAND ED 2,13,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,GREEN ISLAND ED 2,1,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,GREEN ISLAND ED 2,0,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,GREEN ISLAND ED 2,2,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,GREEN ISLAND ED 2,1,,
Mike Diederich,Attorney General,,REFORM,Albany,GREEN ISLAND ED 2,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,GREEN ISLAND ED 2,0,,
WRITE-IN,Attorney General,,REFORM,Albany,GREEN ISLAND ED 2,0,,
OVER VOTES,Attorney General,,REFORM,Albany,GREEN ISLAND ED 2,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,GREEN ISLAND ED 2,0,,
,Ballots Cast,,DEMOCRATIC,Albany,GREEN ISLAND ED 3,43,,
,Ballots Cast,,CONSERVATIVE,Albany,GREEN ISLAND ED 3,0,,
,Ballots Cast,,GREEN,Albany,GREEN ISLAND ED 3,0,,
,Ballots Cast,,INDEPENDENCE,Albany,GREEN ISLAND ED 3,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,GREEN ISLAND ED 3,0,,
,Ballots Cast,,REFORM,Albany,GREEN ISLAND ED 3,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 3,13,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 3,22,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 3,6,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 3,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 3,2,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 3,26,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 3,9,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 3,5,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 3,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,GREEN ISLAND ED 3,3,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,GREEN ISLAND ED 3,18,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,GREEN ISLAND ED 3,5,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,GREEN ISLAND ED 3,4,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,GREEN ISLAND ED 3,5,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,GREEN ISLAND ED 3,6,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,GREEN ISLAND ED 3,2,,
