county,precinct,office,district,candidate,party,votes,absentee,affidavit,election_day
Jefferson,Rutland 2,State Senate,49,Over Votes,,0,,,
Jefferson,Rutland 3,State Senate,49,Over Votes,,0,,,
Jefferson,Theresa 1,State Senate,49,Over Votes,,0,,,
Jefferson,Watertown 1,State Senate,49,Over Votes,,0,,,
Jefferson,Watertown 2,State Senate,49,Over Votes,,1,,,
Jefferson,Wilna 1,State Senate,49,Over Votes,,0,,,
Jefferson,Wilna 2,State Senate,49,Over Votes,,0,,,
Jefferson,Wilna 3,State Senate,49,Over Votes,,0,,,
Jefferson,Wilna 4,State Senate,49,Over Votes,,0,,,
Jefferson,Wilna 5,State Senate,49,Over Votes,,0,,,
Jefferson,Wilna 6,State Senate,49,Over Votes,,0,,,
Jefferson,Worth 1,State Senate,49,Over Votes,,0,,,
Jefferson,City 12/1,State Assembly,116,Scott A. Gray,REP,507,,,
Jefferson,City 12/2,State Assembly,116,Scott A. Gray,REP,401,,,
Jefferson,City 12/3,State Assembly,116,Scott A. Gray,REP,362,,,
Jefferson,13/1,State Assembly,116,Scott A. Gray,REP,344,,,
Jefferson,13/2,State Assembly,116,Scott A. Gray,REP,424,,,
Jefferson,13/3,State Assembly,116,Scott A. Gray,REP,245,,,
Jefferson,14/1,State Assembly,116,Scott A. Gray,REP,262,,,
Jefferson,14/2,State Assembly,116,Scott A. Gray,REP,145,,,
Jefferson,15/1,State Assembly,116,Scott A. Gray,REP,342,,,
Jefferson,15/2,State Assembly,116,Scott A. Gray,REP,387,,,
Jefferson,15/3,State Assembly,116,Scott A. Gray,REP,89,,,
Jefferson,Alexandria 1,State Assembly,116,Scott A. Gray,REP,266,,,
Jefferson,Alexandria 2,State Assembly,116,Scott A. Gray,REP,356,,,
Jefferson,Alexandria 3,State Assembly,116,Scott A. Gray,REP,485,,,
Jefferson,Antwerp 1,State Assembly,116,Scott A. Gray,REP,111,,,
Jefferson,Antwerp 2,State Assembly,116,Scott A. Gray,REP,291,,,
Jefferson,Brownville 1,State Assembly,116,Scott A. Gray,REP,302,,,
Jefferson,Brownville 2,State Assembly,116,Scott A. Gray,REP,187,,,
Jefferson,Brownville 3,State Assembly,116,Scott A. Gray,REP,337,,,
Jefferson,Brownville 4,State Assembly,116,Scott A. Gray,REP,192,,,
Jefferson,Brownville 5,State Assembly,116,Scott A. Gray,REP,433,,,
Jefferson,Cape Vincent 1,State Assembly,116,Scott A. Gray,REP,247,,,
Jefferson,Cape Vincent 2,State Assembly,116,Scott A. Gray,REP,467,,,
Jefferson,Clayton 1,State Assembly,116,Scott A. Gray,REP,327,,,
Jefferson,Clayton 2,State Assembly,116,Scott A. Gray,REP,489,,,
Jefferson,Clayton 3,State Assembly,116,Scott A. Gray,REP,584,,,
Jefferson,Henderson 1,State Assembly,116,Scott A. Gray,REP,478,,,
Jefferson,Hounsfield 1,State Assembly,116,Scott A. Gray,REP,359,,,
Jefferson,Hounsfield 2,State Assembly,116,Scott A. Gray,REP,509,,,
Jefferson,Lyme 1,State Assembly,116,Scott A. Gray,REP,226,,,
Jefferson,Lyme 2,State Assembly,116,Scott A. Gray,REP,310,,,
Jefferson,Lyme 3,State Assembly,116,Scott A. Gray,REP,131,,,
Jefferson,Orleans 1,State Assembly,116,Scott A. Gray,REP,452,,,
Jefferson,Orleans 2,State Assembly,116,Scott A. Gray,REP,266,,,
Jefferson,Pamelia 1,State Assembly,116,Scott A. Gray,REP,322,,,
Jefferson,Pamelia 2,State Assembly,116,Scott A. Gray,REP,384,,,
Jefferson,Philadelphia 1,State Assembly,116,Scott A. Gray,REP,152,,,
Jefferson,Philadelphia 2,State Assembly,116,Scott A. Gray,REP,175,,,
Jefferson,Theresa 1,State Assembly,116,Scott A. Gray,REP,613,,,
Jefferson,Watertown 1,State Assembly,116,Scott A. Gray,REP,573,,,
Jefferson,Watertown 2,State Assembly,116,Scott A. Gray,REP,563,,,
Jefferson,City 12/1,State Assembly,116,Susan M. Duffy,CON,139,,,
Jefferson,City 12/2,State Assembly,116,Susan M. Duffy,CON,130,,,
Jefferson,City 12/3,State Assembly,116,Susan M. Duffy,CON,90,,,
Jefferson,13/1,State Assembly,116,Susan M. Duffy,CON,118,,,
Jefferson,13/2,State Assembly,116,Susan M. Duffy,CON,112,,,
Jefferson,13/3,State Assembly,116,Susan M. Duffy,CON,74,,,
Jefferson,14/1,State Assembly,116,Susan M. Duffy,CON,120,,,
Jefferson,14/2,State Assembly,116,Susan M. Duffy,CON,55,,,
Jefferson,15/1,State Assembly,116,Susan M. Duffy,CON,122,,,
Jefferson,15/2,State Assembly,116,Susan M. Duffy,CON,150,,,
Jefferson,15/3,State Assembly,116,Susan M. Duffy,CON,39,,,
Jefferson,Alexandria 1,State Assembly,116,Susan M. Duffy,CON,76,,,
Jefferson,Alexandria 2,State Assembly,116,Susan M. Duffy,CON,107,,,
Jefferson,Alexandria 3,State Assembly,116,Susan M. Duffy,CON,173,,,
Jefferson,Antwerp 1,State Assembly,116,Susan M. Duffy,CON,43,,,
Jefferson,Antwerp 2,State Assembly,116,Susan M. Duffy,CON,104,,,
Jefferson,Brownville 1,State Assembly,116,Susan M. Duffy,CON,118,,,
Jefferson,Brownville 2,State Assembly,116,Susan M. Duffy,CON,107,,,
Jefferson,Brownville 3,State Assembly,116,Susan M. Duffy,CON,177,,,
Jefferson,Brownville 4,State Assembly,116,Susan M. Duffy,CON,85,,,
Jefferson,Brownville 5,State Assembly,116,Susan M. Duffy,CON,135,,,
Jefferson,Cape Vincent 1,State Assembly,116,Susan M. Duffy,CON,66,,,
Jefferson,Cape Vincent 2,State Assembly,116,Susan M. Duffy,CON,174,,,
Jefferson,Clayton 1,State Assembly,116,Susan M. Duffy,CON,143,,,
Jefferson,Clayton 2,State Assembly,116,Susan M. Duffy,CON,134,,,
Jefferson,Clayton 3,State Assembly,116,Susan M. Duffy,CON,166,,,
Jefferson,Henderson 1,State Assembly,116,Susan M. Duffy,CON,134,,,
Jefferson,Hounsfield 1,State Assembly,116,Susan M. Duffy,CON,124,,,
Jefferson,Hounsfield 2,State Assembly,116,Susan M. Duffy,CON,207,,,
Jefferson,Lyme 1,State Assembly,116,Susan M. Duffy,CON,109,,,
Jefferson,Lyme 2,State Assembly,116,Susan M. Duffy,CON,116,,,
Jefferson,Lyme 3,State Assembly,116,Susan M. Duffy,CON,63,,,
Jefferson,Orleans 1,State Assembly,116,Susan M. Duffy,CON,168,,,
Jefferson,Orleans 2,State Assembly,116,Susan M. Duffy,CON,84,,,
Jefferson,Pamelia 1,State Assembly,116,Susan M. Duffy,CON,219,,,
Jefferson,Pamelia 2,State Assembly,116,Susan M. Duffy,CON,155,,,
Jefferson,Philadelphia 1,State Assembly,116,Susan M. Duffy,CON,64,,,
Jefferson,Philadelphia 2,State Assembly,116,Susan M. Duffy,CON,83,,,
Jefferson,Theresa 1,State Assembly,116,Susan M. Duffy,CON,236,,,
Jefferson,Watertown 1,State Assembly,116,Susan M. Duffy,CON,189,,,
Jefferson,Watertown 2,State Assembly,116,Susan M. Duffy,CON,251,,,
Jefferson,City 12/1,State Assembly,116,Write-ins,,1,,,
Jefferson,City 12/2,State Assembly,116,Write-ins,,5,,,
Jefferson,City 12/3,State Assembly,116,Write-ins,,2,,,
Jefferson,13/1,State Assembly,116,Write-ins,,2,,,
Jefferson,13/2,State Assembly,116,Write-ins,,1,,,
Jefferson,13/3,State Assembly,116,Write-ins,,2,,,
Jefferson,14/1,State Assembly,116,Write-ins,,2,,,
Jefferson,14/2,State Assembly,116,Write-ins,,0,,,
Jefferson,15/1,State Assembly,116,Write-ins,,3,,,
Jefferson,15/2,State Assembly,116,Write-ins,,4,,,
Jefferson,15/3,State Assembly,116,Write-ins,,0,,,
Jefferson,Alexandria 1,State Assembly,116,Write-ins,,2,,,
Jefferson,Alexandria 2,State Assembly,116,Write-ins,,0,,,
Jefferson,Alexandria 3,State Assembly,116,Write-ins,,1,,,
Jefferson,Antwerp 1,State Assembly,116,Write-ins,,1,,,
Jefferson,Antwerp 2,State Assembly,116,Write-ins,,2,,,
Jefferson,Brownville 1,State Assembly,116,Write-ins,,0,,,
Jefferson,Brownville 2,State Assembly,116,Write-ins,,0,,,
Jefferson,Brownville 3,State Assembly,116,Write-ins,,2,,,
Jefferson,Brownville 4,State Assembly,116,Write-ins,,0,,,
Jefferson,Brownville 5,State Assembly,116,Write-ins,,1,,,
Jefferson,Cape Vincent 1,State Assembly,116,Write-ins,,1,,,
Jefferson,Cape Vincent 2,State Assembly,116,Write-ins,,3,,,
Jefferson,Clayton 1,State Assembly,116,Write-ins,,0,,,
Jefferson,Clayton 2,State Assembly,116,Write-ins,,2,,,
Jefferson,Clayton 3,State Assembly,116,Write-ins,,2,,,
Jefferson,Henderson 1,State Assembly,116,Write-ins,,5,,,
Jefferson,Hounsfield 1,State Assembly,116,Write-ins,,4,,,
Jefferson,Hounsfield 2,State Assembly,116,Write-ins,,1,,,
Jefferson,Lyme 1,State Assembly,116,Write-ins,,0,,,
Jefferson,Lyme 2,State Assembly,116,Write-ins,,2,,,
Jefferson,Lyme 3,State Assembly,116,Write-ins,,0,,,
Jefferson,Orleans 1,State Assembly,116,Write-ins,,0,,,
Jefferson,Orleans 2,State Assembly,116,Write-ins,,1,,,
Jefferson,Pamelia 1,State Assembly,116,Write-ins,,1,,,
Jefferson,Pamelia 2,State Assembly,116,Write-ins,,3,,,
Jefferson,Philadelphia 1,State Assembly,116,Write-ins,,1,,,
Jefferson,Philadelphia 2,State Assembly,116,Write-ins,,0,,,
Jefferson,Theresa 1,State Assembly,116,Write-ins,,3,,,
Jefferson,Watertown 1,State Assembly,116,Write-ins,,1,,,
Jefferson,Watertown 2,State Assembly,116,Write-ins,,0,,,
Jefferson,City 12/1,State Assembly,116,Under Votes,,123,,,
Jefferson,City 12/2,State Assembly,116,Under Votes,,93,,,
Jefferson,City 12/3,State Assembly,116,Under Votes,,75,,,
Jefferson,13/1,State Assembly,116,Under Votes,,71,,,
Jefferson,13/2,State Assembly,116,Under Votes,,75,,,
Jefferson,13/3,State Assembly,116,Under Votes,,51,,,
Jefferson,14/1,State Assembly,116,Under Votes,,63,,,
Jefferson,14/2,State Assembly,116,Under Votes,,37,,,
Jefferson,15/1,State Assembly,116,Under Votes,,77,,,
Jefferson,15/2,State Assembly,116,Under Votes,,87,,,
Jefferson,15/3,State Assembly,116,Under Votes,,45,,,
Jefferson,Alexandria 1,State Assembly,116,Under Votes,,54,,,
Jefferson,Alexandria 2,State Assembly,116,Under Votes,,70,,,
Jefferson,Alexandria 3,State Assembly,116,Under Votes,,86,,,
Jefferson,Antwerp 1,State Assembly,116,Under Votes,,21,,,
Jefferson,Antwerp 2,State Assembly,116,Under Votes,,33,,,
Jefferson,Brownville 1,State Assembly,116,Under Votes,,42,,,
Jefferson,Brownville 2,State Assembly,116,Under Votes,,42,,,
Jefferson,Brownville 3,State Assembly,116,Under Votes,,59,,,
Jefferson,Brownville 4,State Assembly,116,Under Votes,,57,,,
Jefferson,Brownville 5,State Assembly,116,Under Votes,,67,,,
Jefferson,Cape Vincent 1,State Assembly,116,Under Votes,,62,,,
Jefferson,Cape Vincent 2,State Assembly,116,Under Votes,,117,,,
Jefferson,Clayton 1,State Assembly,116,Under Votes,,41,,,
Jefferson,Clayton 2,State Assembly,116,Under Votes,,110,,,
Jefferson,Clayton 3,State Assembly,116,Under Votes,,114,,,
Jefferson,Henderson 1,State Assembly,116,Under Votes,,122,,,
Jefferson,Hounsfield 1,State Assembly,116,Under Votes,,136,,,
Jefferson,Hounsfield 2,State Assembly,116,Under Votes,,85,,,
Jefferson,Lyme 1,State Assembly,116,Under Votes,,51,,,
Jefferson,Lyme 2,State Assembly,116,Under Votes,,76,,,
Jefferson,Lyme 3,State Assembly,116,Under Votes,,32,,,
Jefferson,Orleans 1,State Assembly,116,Under Votes,,53,,,
Jefferson,Orleans 2,State Assembly,116,Under Votes,,68,,,
Jefferson,Pamelia 1,State Assembly,116,Under Votes,,51,,,
Jefferson,Pamelia 2,State Assembly,116,Under Votes,,62,,,
Jefferson,Philadelphia 1,State Assembly,116,Under Votes,,35,,,
Jefferson,Philadelphia 2,State Assembly,116,Under Votes,,24,,,
Jefferson,Theresa 1,State Assembly,116,Under Votes,,98,,,
Jefferson,Watertown 1,State Assembly,116,Under Votes,,111,,,
Jefferson,Watertown 2,State Assembly,116,Under Votes,,74,,,
Jefferson,City 12/1,State Assembly,116,Over Votes,,1,,,
Jefferson,City 12/2,State Assembly,116,Over Votes,,1,,,
Jefferson,City 12/3,State Assembly,116,Over Votes,,0,,,
Jefferson,13/1,State Assembly,116,Over Votes,,0,,,
Jefferson,13/2,State Assembly,116,Over Votes,,0,,,
Jefferson,13/3,State Assembly,116,Over Votes,,0,,,
Jefferson,14/1,State Assembly,116,Over Votes,,0,,,
Jefferson,14/2,State Assembly,116,Over Votes,,0,,,
Jefferson,15/1,State Assembly,116,Over Votes,,0,,,
Jefferson,15/2,State Assembly,116,Over Votes,,0,,,
Jefferson,15/3,State Assembly,116,Over Votes,,0,,,
Jefferson,Alexandria 1,State Assembly,116,Over Votes,,0,,,
Jefferson,Alexandria 2,State Assembly,116,Over Votes,,0,,,
Jefferson,Alexandria 3,State Assembly,116,Over Votes,,1,,,
Jefferson,Antwerp 1,State Assembly,116,Over Votes,,0,,,
Jefferson,Antwerp 2,State Assembly,116,Over Votes,,0,,,
Jefferson,Brownville 1,State Assembly,116,Over Votes,,0,,,
Jefferson,Brownville 2,State Assembly,116,Over Votes,,0,,,
Jefferson,Brownville 3,State Assembly,116,Over Votes,,0,,,
Jefferson,Brownville 4,State Assembly,116,Over Votes,,0,,,
Jefferson,Brownville 5,State Assembly,116,Over Votes,,0,,,
Jefferson,Cape Vincent 1,State Assembly,116,Over Votes,,0,,,
Jefferson,Cape Vincent 2,State Assembly,116,Over Votes,,0,,,
Jefferson,Clayton 1,State Assembly,116,Over Votes,,0,,,
Jefferson,Clayton 2,State Assembly,116,Over Votes,,0,,,
Jefferson,Clayton 3,State Assembly,116,Over Votes,,1,,,
Jefferson,Henderson 1,State Assembly,116,Over Votes,,0,,,
Jefferson,Hounsfield 1,State Assembly,116,Over Votes,,0,,,
Jefferson,Hounsfield 2,State Assembly,116,Over Votes,,0,,,
Jefferson,Lyme 1,State Assembly,116,Over Votes,,1,,,
Jefferson,Lyme 2,State Assembly,116,Over Votes,,0,,,
Jefferson,Lyme 3,State Assembly,116,Over Votes,,0,,,
Jefferson,Orleans 1,State Assembly,116,Over Votes,,0,,,
Jefferson,Orleans 2,State Assembly,116,Over Votes,,0,,,
Jefferson,Pamelia 1,State Assembly,116,Over Votes,,1,,,
Jefferson,Pamelia 2,State Assembly,116,Over Votes,,1,,,
Jefferson,Philadelphia 1,State Assembly,116,Over Votes,,0,,,
Jefferson,Philadelphia 2,State Assembly,116,Over Votes,,0,,,
Jefferson,Theresa 1,State Assembly,116,Over Votes,,0,,,
Jefferson,Watertown 1,State Assembly,116,Over Votes,,1,,,
Jefferson,Watertown 2,State Assembly,116,Over Votes,,2,,,
Jefferson,Champion 1,State Assembly,117,Kenneth Blankenbush,REP,687,,,
Jefferson,Champion 2,State Assembly,117,Kenneth Blankenbush,REP,328,,,
Jefferson,LeRay 1,State Assembly,117,Kenneth Blankenbush,REP,211,,,
Jefferson,LeRay 2,State Assembly,117,Kenneth Blankenbush,REP,82,,,
Jefferson,LeRay 3,State Assembly,117,Kenneth Blankenbush,REP,115,,,
Jefferson,LeRay 4,State Assembly,117,Kenneth Blankenbush,REP,346,,,
Jefferson,LeRay 5,State Assembly,117,Kenneth Blankenbush,REP,176,,,
Jefferson,LeRay 6,State Assembly,117,Kenneth Blankenbush,REP,94,,,
Jefferson,LeRay 7,State Assembly,117,Kenneth Blankenbush,REP,39,,,
Jefferson,LeRay 8,State Assembly,117,Kenneth Blankenbush,REP,292,,,
Jefferson,Rodman 1,State Assembly,117,Kenneth Blankenbush,REP,398,,,
Jefferson,Rutland 1,State Assembly,117,Kenneth Blankenbush,REP,379,,,
Jefferson,Rutland 2,State Assembly,117,Kenneth Blankenbush,REP,288,,,
Jefferson,Rutland 3,State Assembly,117,Kenneth Blankenbush,REP,90,,,
Jefferson,Wilna 1,State Assembly,117,Kenneth Blankenbush,REP,81,,,
Jefferson,Wilna 2,State Assembly,117,Kenneth Blankenbush,REP,17,,,
Jefferson,Wilna 3,State Assembly,117,Kenneth Blankenbush,REP,52,,,
Jefferson,Wilna 4,State Assembly,117,Kenneth Blankenbush,REP,152,,,
Jefferson,Wilna 5,State Assembly,117,Kenneth Blankenbush,REP,379,,,
Jefferson,Wilna 6,State Assembly,117,Kenneth Blankenbush,REP,358,,,
Jefferson,Champion 1,State Assembly,117,Kenneth Blankenbush,CON,90,,,
Jefferson,Champion 2,State Assembly,117,Kenneth Blankenbush,CON,54,,,
Jefferson,LeRay 1,State Assembly,117,Kenneth Blankenbush,CON,20,,,
Jefferson,LeRay 2,State Assembly,117,Kenneth Blankenbush,CON,11,,,
Jefferson,LeRay 3,State Assembly,117,Kenneth Blankenbush,CON,22,,,
Jefferson,LeRay 4,State Assembly,117,Kenneth Blankenbush,CON,49,,,
Jefferson,LeRay 5,State Assembly,117,Kenneth Blankenbush,CON,22,,,
Jefferson,LeRay 6,State Assembly,117,Kenneth Blankenbush,CON,14,,,
Jefferson,LeRay 7,State Assembly,117,Kenneth Blankenbush,CON,9,,,
Jefferson,LeRay 8,State Assembly,117,Kenneth Blankenbush,CON,35,,,
Jefferson,Rodman 1,State Assembly,117,Kenneth Blankenbush,CON,46,,,
Jefferson,Rutland 1,State Assembly,117,Kenneth Blankenbush,CON,37,,,
Jefferson,Rutland 2,State Assembly,117,Kenneth Blankenbush,CON,33,,,
Jefferson,Rutland 3,State Assembly,117,Kenneth Blankenbush,CON,13,,,
Jefferson,Wilna 1,State Assembly,117,Kenneth Blankenbush,CON,10,,,
Jefferson,Wilna 2,State Assembly,117,Kenneth Blankenbush,CON,4,,,
Jefferson,Wilna 3,State Assembly,117,Kenneth Blankenbush,CON,5,,,
Jefferson,Wilna 4,State Assembly,117,Kenneth Blankenbush,CON,23,,,
Jefferson,Wilna 5,State Assembly,117,Kenneth Blankenbush,CON,31,,,
Jefferson,Wilna 6,State Assembly,117,Kenneth Blankenbush,CON,50,,,
Jefferson,Champion 1,State Assembly,117,Write-ins,,5,,,
Jefferson,Champion 2,State Assembly,117,Write-ins,,0,,,
Jefferson,LeRay 1,State Assembly,117,Write-ins,,0,,,
Jefferson,LeRay 2,State Assembly,117,Write-ins,,0,,,
Jefferson,LeRay 3,State Assembly,117,Write-ins,,1,,,
Jefferson,LeRay 4,State Assembly,117,Write-ins,,4,,,
Jefferson,LeRay 5,State Assembly,117,Write-ins,,0,,,
Jefferson,LeRay 6,State Assembly,117,Write-ins,,0,,,
Jefferson,LeRay 7,State Assembly,117,Write-ins,,0,,,
Jefferson,LeRay 8,State Assembly,117,Write-ins,,5,,,
Jefferson,Rodman 1,State Assembly,117,Write-ins,,0,,,
Jefferson,Rutland 1,State Assembly,117,Write-ins,,1,,,
Jefferson,Rutland 2,State Assembly,117,Write-ins,,1,,,
Jefferson,Rutland 3,State Assembly,117,Write-ins,,0,,,
Jefferson,Wilna 1,State Assembly,117,Write-ins,,1,,,
Jefferson,Wilna 2,State Assembly,117,Write-ins,,0,,,
Jefferson,Wilna 3,State Assembly,117,Write-ins,,0,,,
Jefferson,Wilna 4,State Assembly,117,Write-ins,,0,,,
Jefferson,Wilna 5,State Assembly,117,Write-ins,,0,,,
Jefferson,Wilna 6,State Assembly,117,Write-ins,,0,,,
Jefferson,Champion 1,State Assembly,117,Under Votes,,113,,,
Jefferson,Champion 2,State Assembly,117,Under Votes,,55,,,
Jefferson,LeRay 1,State Assembly,117,Under Votes,,35,,,
Jefferson,LeRay 2,State Assembly,117,Under Votes,,15,,,
Jefferson,LeRay 3,State Assembly,117,Under Votes,,32,,,
Jefferson,LeRay 4,State Assembly,117,Under Votes,,112,,,
Jefferson,LeRay 5,State Assembly,117,Under Votes,,45,,,
Jefferson,LeRay 6,State Assembly,117,Under Votes,,26,,,
Jefferson,LeRay 7,State Assembly,117,Under Votes,,11,,,
Jefferson,LeRay 8,State Assembly,117,Under Votes,,96,,,
Jefferson,Rodman 1,State Assembly,117,Under Votes,,66,,,
Jefferson,Rutland 1,State Assembly,117,Under Votes,,54,,,
Jefferson,Rutland 2,State Assembly,117,Under Votes,,45,,,
Jefferson,Rutland 3,State Assembly,117,Under Votes,,25,,,
Jefferson,Wilna 1,State Assembly,117,Under Votes,,29,,,
Jefferson,Wilna 2,State Assembly,117,Under Votes,,10,,,
Jefferson,Wilna 3,State Assembly,117,Under Votes,,12,,,
Jefferson,Wilna 4,State Assembly,117,Under Votes,,26,,,
Jefferson,Wilna 5,State Assembly,117,Under Votes,,59,,,
Jefferson,Wilna 6,State Assembly,117,Under Votes,,108,,,
Jefferson,Champion 1,State Assembly,117,Over Votes,,0,,,
Jefferson,Champion 2,State Assembly,117,Over Votes,,0,,,
Jefferson,LeRay 1,State Assembly,117,Over Votes,,0,,,
Jefferson,LeRay 2,State Assembly,117,Over Votes,,0,,,
Jefferson,LeRay 3,State Assembly,117,Over Votes,,0,,,
Jefferson,LeRay 4,State Assembly,117,Over Votes,,0,,,
Jefferson,LeRay 5,State Assembly,117,Over Votes,,0,,,
Jefferson,LeRay 6,State Assembly,117,Over Votes,,0,,,
Jefferson,LeRay 7,State Assembly,117,Over Votes,,0,,,
Jefferson,LeRay 8,State Assembly,117,Over Votes,,0,,,
Jefferson,Rodman 1,State Assembly,117,Over Votes,,0,,,
Jefferson,Rutland 1,State Assembly,117,Over Votes,,0,,,
Jefferson,Rutland 2,State Assembly,117,Over Votes,,0,,,
Jefferson,Rutland 3,State Assembly,117,Over Votes,,0,,,
Jefferson,Wilna 1,State Assembly,117,Over Votes,,0,,,
Jefferson,Wilna 2,State Assembly,117,Over Votes,,0,,,
Jefferson,Wilna 3,State Assembly,117,Over Votes,,0,,,
Jefferson,Wilna 4,State Assembly,117,Over Votes,,0,,,
Jefferson,Wilna 5,State Assembly,117,Over Votes,,0,,,
Jefferson,Wilna 6,State Assembly,117,Over Votes,,0,,,
Jefferson,Adams 1,State Assembly,120,William A. Barclay,REP,404,,,
Jefferson,Adams 2,State Assembly,120,William A. Barclay,REP,335,,,
Jefferson,Adams 3,State Assembly,120,William A. Barclay,REP,601,,,
Jefferson,Ellisburg 1,State Assembly,120,William A. Barclay,REP,134,,,
Jefferson,Elllisburg 2,State Assembly,120,William A. Barclay,REP,346,,,
Jefferson,Ellisburg 3,State Assembly,120,William A. Barclay,REP,59,,,
Jefferson,Ellisburg 4,State Assembly,120,William A. Barclay,REP,447,,,
Jefferson,Lorraine 1,State Assembly,120,William A. Barclay,REP,318,,,
Jefferson,Worth 1,State Assembly,120,William A. Barclay,REP,92,,,
Jefferson,Adams 1,State Assembly,120,William A. Barclay,CON,45,,,
Jefferson,Adams 2,State Assembly,120,William A. Barclay,CON,25,,,
Jefferson,Adams 3,State Assembly,120,William A. Barclay,CON,94,,,
Jefferson,Ellisburg 1,State Assembly,120,William A. Barclay,CON,9,,,
Jefferson,Elllisburg 2,State Assembly,120,William A. Barclay,CON,39,,,
Jefferson,Ellisburg 3,State Assembly,120,William A. Barclay,CON,8,,,
Jefferson,Ellisburg 4,State Assembly,120,William A. Barclay,CON,53,,,
Jefferson,Lorraine 1,State Assembly,120,William A. Barclay,CON,43,,,
Jefferson,Worth 1,State Assembly,120,William A. Barclay,CON,7,,,
Jefferson,Adams 1,State Assembly,120,Write-ins,,3,,,
Jefferson,Adams 2,State Assembly,120,Write-ins,,3,,,
Jefferson,Adams 3,State Assembly,120,Write-ins,,1,,,
Jefferson,Ellisburg 1,State Assembly,120,Write-ins,,0,,,
Jefferson,Elllisburg 2,State Assembly,120,Write-ins,,1,,,
Jefferson,Ellisburg 3,State Assembly,120,Write-ins,,1,,,
Jefferson,Ellisburg 4,State Assembly,120,Write-ins,,1,,,
Jefferson,Lorraine 1,State Assembly,120,Write-ins,,1,,,
Jefferson,Worth 1,State Assembly,120,Write-ins,,0,,,
Jefferson,Adams 1,State Assembly,120,Under Votes,,128,,,
Jefferson,Adams 2,State Assembly,120,Under Votes,,65,,,
Jefferson,Adams 3,State Assembly,120,Under Votes,,142,,,
Jefferson,Ellisburg 1,State Assembly,120,Under Votes,,16,,,
Jefferson,Elllisburg 2,State Assembly,120,Under Votes,,62,,,
Jefferson,Ellisburg 3,State Assembly,120,Under Votes,,18,,,
Jefferson,Ellisburg 4,State Assembly,120,Under Votes,,83,,,
Jefferson,Lorraine 1,State Assembly,120,Under Votes,,60,,,
Jefferson,Worth 1,State Assembly,120,Under Votes,,19,,,
Jefferson,Adams 1,State Assembly,120,Over Votes,,0,,,
Jefferson,Adams 2,State Assembly,120,Over Votes,,0,,,
Jefferson,Adams 3,State Assembly,120,Over Votes,,0,,,
Jefferson,Ellisburg 1,State Assembly,120,Over Votes,,0,,,
Jefferson,Elllisburg 2,State Assembly,120,Over Votes,,0,,,
Jefferson,Ellisburg 3,State Assembly,120,Over Votes,,0,,,
Jefferson,Ellisburg 4,State Assembly,120,Over Votes,,0,,,
Jefferson,Lorraine 1,State Assembly,120,Over Votes,,0,,,
Jefferson,Worth 1,State Assembly,120,Over Votes,,0,,,
